AÑO,CENTRAL,CENTRAL DESCRIPCIÓN,MAQUINA,FUENTE DE ENERGÍA,REGIÓN,PROVINCIA,MES,ENERGÍA GENERADA [GWh],Nueva Generación
2020,SJMTEO,P.EOLICO MATACO 3 PICOS,SJMTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,ene-20,28.9,RENOVAR
2020,SJU2FV,SAN JUAN I FV,SJU2FV,SOLAR,CUYO,SAN JUAN,ene-20,0.1,Resto
2020,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,ene-20,0.2,Resto
2020,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,ene-20,3.7,Resto
2020,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,ene-20,1.5,Resto
2020,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,ene-20,6.6,Resto
2020,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,ene-20,0,Resto
2020,SPEV,SAN PEDRO VERDE,SPEVDI01,BIOGAS,LITORAL,SANTA FE,ene-20,0.5,RENOVAR
2020,SPUNFV,PQUE SOLAR FTV DE LA PUNTA,SPUNFV,SOLAR,CENTRO,SAN LUIS,ene-20,0.8,Renovar 202
2020,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,ene-20,6.5,Resto
2020,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,ene-20,0,Resto
2020,TICI,C.T. TICINO BIOMASA S.A.,TICITV01,BIOMASA,CENTRO,CORDOBA,ene-20,1.9,RENOVAR
2020,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,ene-20,0,Resto
2020,TIN2FV,Parque Solar Tinogasta II,TIN2FV,SOLAR,NOROESTE,CATAMARCA,ene-20,1.7,RENOVAR
2020,TINOFV,Parque Solar Tinogasta I,TINOFV,SOLAR,NOROESTE,CATAMARCA,ene-20,3.6,RENOVAR
2020,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,ene-20,0,Resto
2020,TSANFV,AGRITUR SAN LUIS S.A.,TSANFV,SOLAR,CENTRO,SAN LUIS,ene-20,0.1,Resto
2020,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,ene-20,3.2,Resto
2020,UL42FV,P.S. Ullúm 4 ampliación Mater,UL42FV,SOLAR,CUYO,SAN JUAN,ene-20,1.9,Resto
2020,ULL3FV,P.S. Ullúm N3,ULL3FV,SOLAR,CUYO,SAN JUAN,ene-20,8.9,RENOVAR
2020,ULL4FV,P.S. Ullúm 4,ULL4FV,SOLAR,CUYO,SAN JUAN,ene-20,3.9,RENOVAR
2020,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,ene-20,21.5,Resto
2020,ULN1FV,P.S. Ullúm N1,ULN1FV,SOLAR,CUYO,SAN JUAN,ene-20,6.9,RENOVAR
2020,ULN2FV,P.S. Ullúm N2,ULN2FV,SOLAR,CUYO,SAN JUAN,ene-20,7,RENOVAR
2020,VLO2EO,EÓLICO VILLALONGA II GENNEIA,VLO2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,ene-20,1.4,Resto
2020,VLONEO,EÓLICO VILLALONGA GENNEIA,VLONEO,EOLICO,BUENOS AIRES,BUENOS AIRES,ene-20,21.7,RENOVAR
2020,YANQ,CB YANQUETRUZ,YANQDI01,BIOGAS,CENTRO,SAN LUIS,ene-20,0.4,RENOVAR
2020,ACHIEO,CP Achiras S.A.U.,ACHIEO,EOLICO,CENTRO,CORDOBA,feb-20,15.9,RENOVAR
2020,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,feb-20,0,Resto
2020,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,feb-20,0,Resto
2020,ALU1EO,Parque eólico ALUAR I,ALU1EO,EOLICO,PATAGONIA,CHUBUT,feb-20,22.2,Resto
2020,ALUAEO,Parque eólico autogeneración ALUAR,ALUAEO,EOLICO,PATAGONIA,CHUBUT,feb-20,33.8,Resto
2020,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,feb-20,10.6,Resto
2020,ANPCFV,PQUE SOLAR ANCHIPURAC MATER,ANPCFV,SOLAR,CUYO,SAN JUAN,feb-20,0.1,Resto
2020,AR21EO,P.EOLICO V ARAUCO II RENOV 1,AR21EO,EOLICO,NOROESTE,LA RIOJA,feb-20,21.2,RENOVAR
2020,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,feb-20,7.6,Resto
2020,ARA2EO,ARAUCO EOLICO 2,ARA2EO,EOLICO,NOROESTE,LA RIOJA,feb-20,4.8,Resto
2020,AVEL,BIOGAS CT AVELLANEDA SECCO,AVELDI01,BIOGAS,LITORAL,SANTA FE,feb-20,4,RENOVAR
2020,BAHIEO,Parques Eólicos del Fin del Mundo SA,BAHIEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,19.9,Resto
2020,BANDEO,La Banderita,BANDEO,EOLICO,BUENOS AIRES,LA PAMPA,feb-20,12.5,RENOVAR
2020,BIC2EO,P.EOLICO BICENTENARIO 2,BIC2EO,EOLICO,PATAGONIA,SANTA CRUZ,feb-20,8.4,Resto
2020,BICEEO,PARQUE EOLICO BICENTENARIO S.A.,BICEEO,EOLICO,PATAGONIA,SANTA CRUZ,feb-20,35.8,RENOVAR
2020,BRC1,BIO R. CUARTO 1,BRC1DI01,BIOGAS,CENTRO,CORDOBA,feb-20,0.9,RENOVAR
2020,BRC1,C.BIOELECT.R.CUARTO1 REN2,BRC1DI02,BIOGAS,CENTRO,CORDOBA,feb-20,0.5,RENOVAR
2020,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI01,BIOGAS,CENTRO,CORDOBA,feb-20,0.7,RENOVAR
2020,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI02,BIOGAS,CENTRO,CORDOBA,feb-20,0.7,RENOVAR
2020,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,0,Resto
2020,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,feb-20,4.2,Resto
2020,CAFAFV,Proyecto Solar FV Cafayate,CAFAFV,SOLAR,NOROESTE,SALTA,feb-20,0,RENOVAR
2020,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,0,Resto
2020,CALOFV,P.S. Caldenes del Oeste,CALOFV,SOLAR,CENTRO,SAN LUIS,feb-20,5.9,RENOVAR
2020,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,3,Resto
2020,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,6,Resto
2020,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,0.1,Resto
2020,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-20,2.8,Resto
2020,CHEPFV,Parque Solar Chepes,CHEPFV,SOLAR,NOROESTE,LA RIOJA,feb-20,0.2,Resto
2020,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,feb-20,0.4,Resto
2020,CHNOEO,Parque eólico Chubut norte,CHNOEO,EOLICO,PATAGONIA,CHUBUT,feb-20,10.5,RENOVAR
2020,CIPOHI,CIPOLLETTI,CIPOHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-20,3.1,Resto
2020,CITR,BIOGAS CTBG CITRUSVIL-ALCOVIL,CITRDI01,BIOGAS,NOROESTE,TUCUMAN,feb-20,0,RENOVAR
2020,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,2,Resto
2020,CORTEO,P.E. Corti,CORTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,33,RENOVAR
2020,CSOLFV,PQUE FOTOV.CERROS DEL SOL,CSOLFV,SOLAR,CENTRO,SAN LUIS,feb-20,0.8,Renovar 202
2020,CUM2FV,PQUE FOTOV.LA CUMBRE 2 MATER,CUM2FV,SOLAR,CENTRO,SAN LUIS,feb-20,0.9,Resto
2020,CUMBFV,Pque. Solar FV La Cumbre,CUMBFV,SOLAR,CENTRO,SAN LUIS,feb-20,5.4,RENOVAR
2020,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-20,2.2,Resto
2020,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,feb-20,10.843.50,Demanda
2020,DIA2EO,P.EOLICO DIADEMA 2,DIA2EO,EOLICO,PATAGONIA,CHUBUT,feb-20,7.8,RENOVAR
2020,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,feb-20,1.9,Resto
2020,DIAGFV,PQUE SOLAR FTV LOS DIAGUITAS,DIAGFV,SOLAR,CUYO,SAN JUAN,feb-20,0.5,Resto
2020,DSUD,DOCK SUD,DSUDCC09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-20,0,Resto
2020,DSUD,DOCK SUD,DSUDCC10,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-20,0,Resto
2020,EN1MEO,P.EOLICO LA ENERGETICA MATER,EN1MEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,7.1,Resto
2020,ENE1EO,P.EOLICO LA ENERGETICA Renov2,ENE1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,28.3,RENOVAR
2020,ENRS,BIOGAS RS CT ENSENADA SECCO,ENRSDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,feb-20,3.4,RENOVAR
2020,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,feb-20,8.1,Resto
2020,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,3.1,Resto
2020,FIAMFV,PQUE SOLAR FIAMBALA,FIAMFV,SOLAR,NOROESTE,CATAMARCA,feb-20,2.6,RENOVAR
2020,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,4.9,Resto
2020,GARAEO,P.E. Garayalde,GARAEO,EOLICO,PATAGONIA,CHUBUT,feb-20,9.5,RENOVAR
2020,GIG1,BIOGAS CTBG GIGENA I,GIG1DI01,BIOGAS,CENTRO,CORDOBA,feb-20,0.1,RENOVAR
2020,GNV1EO,P.EOLICO LA GENOVEVA I REN2,GNV1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,0,RENOVAR
2020,GNV2EO,P.EOLICO LA GENOVEVA II MATER,GNV2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,14.4,Resto
2020,GRIOEO,P.EOLICO GARCIA DEL RIO,GRIOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,4.1,RENOVAR
2020,HON1FV,C.HOND 1 FOTOVO,HON1FV,SOLAR,CUYO,SAN JUAN,feb-20,0.4,Resto
2020,HON2FV,C.HOND 2 FOTOVO,HON2FV,SOLAR,CUYO,SAN JUAN,feb-20,0.5,Resto
2020,HON3FV,C.HOND 3 FOTOVO,HON3FV,SOLAR,CUYO,SAN JUAN,feb-20,0,Resto
2020,IGLEFV,PQUE FOTOV. CORDILLERA SOLAR,IGLEFV,SOLAR,CUYO,SAN JUAN,feb-20,20.7,RENOVAR
2020,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,feb-20,0,Resto
2020,JDAR,BIOGAS CTBG JUSTO DARACT,JDARDI01,BIOGAS,CENTRO,SAN LUIS,feb-20,0.1,RENOVAR
2020,JUMEEO,EOLICO EL JUME,JUMEEO,EOLICO,NOROESTE,SANTIAGO DEL ESTERO,feb-20,1,Resto
2020,JUNT,CTBM. GENERACIÓN LAS JUNTURAS,JUNTDI01,BIOMASA,CENTRO,CORDOBA,feb-20,0,RENOVAR
2020,LCA2EO,Parque Eólico La Castellana II,LCA2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,5.5,Resto
2020,LCASEO,P.E. La Castellana,LCASEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,35.3,RENOVAR
2020,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,feb-20,0,Resto
2020,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,feb-20,0,Resto
2020,LDCUHI,PAH L.D.CUYO,LDCUHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,0.6,Resto
2020,LEAL,CTBM INGENIO LEALES,LEALTV01,BIOMASA,NOROESTE,TUCUMAN,feb-20,0,RENOVAR
2020,LLANFV,PQUE SOLAR PQUE DE LOS LLANOS,LLANFV,SOLAR,NOROESTE,LA RIOJA,feb-20,3.6,Resto
2020,LLOMFV,Parque Solar Las Lomitas ( AGNISOLAR),LLOMFV,SOLAR,CUYO,SAN JUAN,feb-20,0.4,RENOVAR
2020,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,feb-20,4.1,Resto
2020,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,1.1,Resto
2020,LOM2EO,P.EOLICO LOMA BLANCA 2,LOM2EO,EOLICO,PATAGONIA,CHUBUT,feb-20,18.9,Renovar 202
2020,LOM4EO,L.BLANC 4 ENARS,LOM4EO,EOLICO,PATAGONIA,CHUBUT,feb-20,12,Resto
2020,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,feb-20,0.8,Resto
2020,LUJAHI,PAH LUJANITA EN,LUJAHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,0.4,Resto
2020,LUNLHI,PAH LUNLUNTA - [EMESA],LUNLHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,0,RENOVAR
2020,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,1.8,Resto
2020,MANAEO,MANANTIALES BEHR (YPF),MANAEO,EOLICO,PATAGONIA,CHUBUT,feb-20,39.7,Resto
2020,MANQEO,P.EOLICO MANQUE MATER,MANQEO,EOLICO,CENTRO,CORDOBA,feb-20,18.4,Resto
2020,NEC1EO,P.EOLICO VIENTOS DE NECOCHEA,NEC1EO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,11.3,RENOVAR
2020,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,0,Resto
2020,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,feb-20,0,Resto
2020,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,2,Resto
2020,NONOFV,Parque Solar  Nonogasta,NONOFV,SOLAR,NOROESTE,LA RIOJA,feb-20,6.6,RENOVAR
2020,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-20,0,Resto
2020,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-20,0,Resto
2020,OLIVEO,P.EOLICO LOS OLIVOS MATER,OLIVEO,EOLICO,CENTRO,CORDOBA,feb-20,4.5,Resto
2020,PAMEEO,Parque Eólico Pampa Energía (MATER),PAMEEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,16.2,Resto
2020,PASIFV,Planta Fotovoltaica PASIP,PASIFV,SOLAR,CUYO,MENDOZA,feb-20,0.3,RENOVAR
2020,PERG,BIOGAS CTBG PERGAMINO,PERGDI01,BIOGAS,BUENOS AIRES,BUENOS AIRES,feb-20,0.5,RENOVAR
2020,PESP,AG PTO ESPERANZA (ECO-ENERGíA S.A.),PESPTV01,BIOMASA,NORESTE,MISIONES,feb-20,1.6,RENOVAR
2020,PMA1EO,Puerto Madryn I,PMA1EO,EOLICO,PATAGONIA,CHUBUT,feb-20,25.1,Renovar 202
2020,PMA2EO,Puerto Madryn II,PMA2EO,EOLICO,PATAGONIA,CHUBUT,feb-20,50.3,Renovar 202
2020,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,3,Resto
2020,PNUE,PUERTO NUEVO,PNUETV07,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-20,0,Resto
2020,PNUE,PUERTO NUEVO,PNUETV09,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,feb-20,0,Resto
2020,POM1EO,Parque Eólico POMONA I,POM1EO,EOLICO,COMAHUE,RIO NEGRO,feb-20,28.7,RENOVAR
2020,POM2EO,Parque Eólico POMONA II,POM2EO,EOLICO,COMAHUE,RIO NEGRO,feb-20,3.7,Resto
2020,PROD,C.T. PRODEMAN BIOENERGIA,PRODTV01,BIOMASA,CENTRO,CORDOBA,feb-20,2.7,RENOVAR
2020,PROV,LA PROVIDENCIA,PROVTV01,BIOMASA,NOROESTE,TUCUMAN,feb-20,0,Resto
2020,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,feb-20,6.7,Resto
2020,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,feb-20,2.4,Resto
2020,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-20,6.2,Resto
2020,RAW1EO,RAWSONI  ENARSA,RAW1EO,EOLICO,PATAGONIA,CHUBUT,feb-20,13.1,Resto
2020,RAW2EO,RAWSONII ENARSA,RAW2EO,EOLICO,PATAGONIA,CHUBUT,feb-20,8.3,Resto
2020,RAW3EO,RAWSON 3 EOLICO,RAW3EO,EOLICO,PATAGONIA,CHUBUT,feb-20,8.2,Resto
2020,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,6.4,Resto
2020,RESCHI,H RIO ESCONDIDO,RESCHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-20,0.9,RENOVAR
2020,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,feb-20,10.8,Resto
2020,ROMEHI,JULIAN ROMERO,ROMEHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-20,2,Resto
2020,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,feb-20,2.2,Resto
2020,SALOHI,SALTO D LA LOMA,SALOHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-20,0,Resto
2020,SANDFV,PQUE FOTOV.SOLAR DE LOS ANDES,SANDFV,SOLAR,CUYO,MENDOZA,feb-20,1.1,Resto
2020,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,feb-20,2.5,Resto
2020,SARC,SARMIENTO SJ,SARCTG21,BIODIESEL,CUYO,SAN JUAN,feb-20,0,Resto
2020,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,feb-20,0,Resto
2020,SARC,SARMIENTO SJ,SARCTG23,BIODIESEL,CUYO,SAN JUAN,feb-20,0,Resto
2020,SAUJFV,Parque Solar  Saujil,SAUJFV,SOLAR,NOROESTE,CATAMARCA,feb-20,4.7,RENOVAR
2020,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,feb-20,0.1,Resto
2020,SGUIHI,MCH S.GUILLERMO,SGUIHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-20,0,Resto
2020,SJMTEO,P.EOLICO MATACO 3 PICOS,SJMTEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,31.6,RENOVAR
2020,SJU2FV,SAN JUAN I FV,SJU2FV,SOLAR,CUYO,SAN JUAN,feb-20,0.1,Resto
2020,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,feb-20,0.2,Resto
2020,SMAN,S.MARTIN NORTE,SMANDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,feb-20,3,Resto
2020,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,1.2,Resto
2020,SMIG,S.MIGUEL Norte,SMIGDI01,BIOGAS,GRAN BS.AS.,BUENOS AIRES,feb-20,6.4,Resto
2020,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,feb-20,0,Resto
2020,SPEV,SAN PEDRO VERDE,SPEVDI01,BIOGAS,LITORAL,SANTA FE,feb-20,0.1,RENOVAR
2020,SPUNFV,PQUE SOLAR FTV DE LA PUNTA,SPUNFV,SOLAR,CENTRO,SAN LUIS,feb-20,0.7,Renovar 202
2020,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,feb-20,6.7,Resto
2020,TABA,SMARTIN TABACAL,TABATV01,BIOMASA,NOROESTE,SALTA,feb-20,0,Resto
2020,TBENHI,PAH DIQUE TIBURCIO BENEGAS,TBENHI,HIDRO <=50MW,CUYO,MENDOZA,feb-20,0.2,RENOVAR
2020,TICI,C.T. TICINO BIOMASA S.A.,TICITV01,BIOMASA,CENTRO,CORDOBA,feb-20,1.9,RENOVAR
2020,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,feb-20,0,Resto
2020,TIN2FV,Parque Solar Tinogasta II,TIN2FV,SOLAR,NOROESTE,CATAMARCA,feb-20,1.3,RENOVAR
2020,TINOFV,Parque Solar Tinogasta I,TINOFV,SOLAR,NOROESTE,CATAMARCA,feb-20,2.9,RENOVAR
2020,TORDEO,EL TORDILLO,TORDEO,EOLICO,PATAGONIA,CHUBUT,feb-20,0,Resto
2020,TSANFV,AGRITUR SAN LUIS S.A.,TSANFV,SOLAR,CENTRO,SAN LUIS,feb-20,0.1,Resto
2020,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,feb-20,5.7,Resto
2020,UL42FV,P.S. Ullúm 4 ampliación Mater,UL42FV,SOLAR,CUYO,SAN JUAN,feb-20,1.5,Resto
2020,ULL3FV,P.S. Ullúm N3,ULL3FV,SOLAR,CUYO,SAN JUAN,feb-20,7.6,RENOVAR
2020,ULL4FV,P.S. Ullúm 4,ULL4FV,SOLAR,CUYO,SAN JUAN,feb-20,3.1,RENOVAR
2020,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,feb-20,18.7,Resto
2020,ULN1FV,P.S. Ullúm N1,ULN1FV,SOLAR,CUYO,SAN JUAN,feb-20,5.8,RENOVAR
2020,ULN2FV,P.S. Ullúm N2,ULN2FV,SOLAR,CUYO,SAN JUAN,feb-20,6,RENOVAR
2020,VLO2EO,EÓLICO VILLALONGA II GENNEIA,VLO2EO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,1.2,Resto
2020,VLONEO,EÓLICO VILLALONGA GENNEIA,VLONEO,EOLICO,BUENOS AIRES,BUENOS AIRES,feb-20,18.4,RENOVAR
2020,YANQ,CB YANQUETRUZ,YANQDI01,BIOGAS,CENTRO,SAN LUIS,feb-20,0.4,RENOVAR
2020,ACHIEO,CP Achiras S.A.U.,ACHIEO,EOLICO,CENTRO,CORDOBA,mar-20,16.3,RENOVAR
2020,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,mar-20,0,Resto
2020,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,mar-20,0,Resto
2020,ALU1EO,Parque eólico ALUAR I,ALU1EO,EOLICO,PATAGONIA,CHUBUT,mar-20,24,Resto
2020,ALUAEO,Parque eólico autogeneración ALUAR,ALUAEO,EOLICO,PATAGONIA,CHUBUT,mar-20,34.8,Resto
2020,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,mar-20,10.1,Resto
2020,ANPCFV,PQUE SOLAR ANCHIPURAC MATER,ANPCFV,SOLAR,CUYO,SAN JUAN,mar-20,0.5,Resto
2020,AR21EO,P.EOLICO V ARAUCO II RENOV 1,AR21EO,EOLICO,NOROESTE,LA RIOJA,mar-20,26.5,RENOVAR
2020,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,mar-20,6.9,Resto
2020,ARA2EO,ARAUCO EOLICO 2,ARA2EO,EOLICO,NOROESTE,LA RIOJA,mar-20,4.8,Resto
2020,AVEL,BIOGAS CT AVELLANEDA SECCO,AVELDI01,BIOGAS,LITORAL,SANTA FE,mar-20,4.4,RENOVAR
2020,BAHIEO,Parques Eólicos del Fin del Mundo SA,BAHIEO,EOLICO,BUENOS AIRES,BUENOS AIRES,mar-20,17.1,Resto
2020,BANDEO,La Banderita,BANDEO,EOLICO,BUENOS AIRES,LA PAMPA,mar-20,15.2,RENOVAR
2020,BIC2EO,P.EOLICO BICENTENARIO 2,BIC2EO,EOLICO,PATAGONIA,SANTA CRUZ,mar-20,9.5,Resto
2020,BICEEO,PARQUE EOLICO BICENTENARIO S.A.,BICEEO,EOLICO,PATAGONIA,SANTA CRUZ,mar-20,39.5,RENOVAR
2020,BRC1,BIO R. CUARTO 1,BRC1DI01,BIOGAS,CENTRO,CORDOBA,mar-20,1.2,RENOVAR
2020,BRC1,C.BIOELECT.R.CUARTO1 REN2,BRC1DI02,BIOGAS,CENTRO,CORDOBA,mar-20,0.3,RENOVAR
2020,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI01,BIOGAS,CENTRO,CORDOBA,mar-20,0.8,RENOVAR
2020,BRC2,C.T. BIOELECTRICA RIO CUARTO 2,BRC2DI02,BIOGAS,CENTRO,CORDOBA,mar-20,0.8,RENOVAR
2020,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,mar-20,0,Resto
2020,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,mar-20,4.6,Resto
2020,CAFAFV,Proyecto Solar FV Cafayate,CAFAFV,SOLAR,NOROESTE,SALTA,mar-20,16,RENOVAR
2020,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-20,0,Resto
2020,CALOFV,P.S. Caldenes del Oeste,CALOFV,SOLAR,CENTRO,SAN LUIS,mar-20,5.2,RENOVAR
2020,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,mar-20,0.6,Resto
2020,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-20,4.8,Resto
2020,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,mar-20,0.2,Resto
2020,CESPHI,CESPEDES,CESPHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,mar-20,3.3,Resto
2020,CHEPFV,Parque Solar Chepes,CHEPFV,SOLAR,NOROESTE,LA RIOJA,mar-20,0.3,Resto
2020,CHI1FV,CHIMBE 1 FOTOVO,CHI1FV,SOLAR,CUYO,SAN JUAN,mar-20,0.5,Resto
