AÑO,CENTRAL,CENTRAL DESCRIPCIÓN,MAQUINA,FUENTE DE ENERGÍA,REGIÓN,PROVINCIA,MES,ENERGÍA GENERADA [GWh],Nueva Generación
2011,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,jun-11,6.3,Resto
2011,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,jun-11,0,Resto
2011,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,jun-11,5.7,Resto
2011,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,jun-11,1.2,Resto
2011,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,jun-11,0,Resto
2011,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jun-11,3,Resto
2011,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,0.6,Resto
2011,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,jun-11,0,Resto
2011,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,2.9,Resto
2011,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,0,Resto
2011,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,jun-11,0,Resto
2011,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-11,0,Resto
2011,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,jun-11,10.135.80,Demanda
2011,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,jun-11,0,Resto
2011,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jun-11,3.7,Resto
2011,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,jun-11,0,Resto
2011,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,2.9,Resto
2011,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,jun-11,0,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,jun-11,0,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,jun-11,0,Resto
2011,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,jun-11,7.3,Resto
2011,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,0,Resto
2011,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jun-11,0.3,Resto
2011,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,1,Resto
2011,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,jun-11,0,Resto
2011,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,jun-11,0,Resto
2011,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,jun-11,0,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-11,0,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jun-11,0,Resto
2011,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,1.8,Resto
2011,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,jun-11,6.6,Resto
2011,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jun-11,3.8,Resto
2011,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-11,0.4,Resto
2011,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,2.1,Resto
2011,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jun-11,12.6,Resto
2011,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,jun-11,2.6,Resto
2011,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jun-11,0,Resto
2011,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,jun-11,0,Resto
2011,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,jun-11,0.1,Resto
2011,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,jun-11,0.5,Resto
2011,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,jun-11,0,Resto
2011,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,jun-11,2.7,Resto
2011,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,jun-11,6.9,Resto
2011,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,jun-11,2.3,Resto
2011,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,jul-11,6,Resto
2011,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,jul-11,1.1,Resto
2011,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,jul-11,5.5,Resto
2011,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,jul-11,1.1,Resto
2011,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,jul-11,0,Resto
2011,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jul-11,3.1,Resto
2011,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,0.6,Resto
2011,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,jul-11,0,Resto
2011,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,2.7,Resto
2011,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,0,Resto
2011,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,jul-11,0,Resto
2011,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-11,0.5,Resto
2011,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,jul-11,10.566.40,Demanda
2011,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,jul-11,0,Resto
2011,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jul-11,3.9,Resto
2011,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,jul-11,0,Resto
2011,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,2.7,Resto
2011,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,jul-11,0.6,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,jul-11,1.1,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,jul-11,1.5,Resto
2011,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,jul-11,5.5,Resto
2011,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,0,Resto
2011,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jul-11,0.3,Resto
2011,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,1.1,Resto
2011,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,jul-11,0,Resto
2011,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,jul-11,0,Resto
2011,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,jul-11,0,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-11,1.4,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,jul-11,1.3,Resto
2011,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,1.8,Resto
2011,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,jul-11,6.6,Resto
2011,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,jul-11,2.9,Resto
2011,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-11,0.7,Resto
2011,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,1.9,Resto
2011,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,jul-11,13,Resto
2011,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,jul-11,2.2,Resto
2011,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,jul-11,0,Resto
2011,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,jul-11,0,Resto
2011,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,jul-11,0.1,Resto
2011,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,jul-11,0.5,Resto
2011,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,jul-11,0.1,Resto
2011,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,jul-11,2.7,Resto
2011,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,jul-11,6.7,Resto
2011,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,jul-11,2,Resto
2011,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,ago-11,3.4,Resto
2011,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,ago-11,0,Resto
2011,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,ago-11,5.7,Resto
2011,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,ago-11,0.4,Resto
2011,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,ago-11,0,Resto
2011,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,ago-11,3.4,Resto
2011,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,0.6,Resto
2011,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,ago-11,3.3,Resto
2011,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,2.7,Resto
2011,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,0,Resto
2011,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,ago-11,0.8,Resto
2011,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,ago-11,1.3,Resto
2011,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,ago-11,10.328.30,Demanda
2011,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,ago-11,0,Resto
2011,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,ago-11,5.5,Resto
2011,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,ago-11,1.2,Resto
2011,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,2.7,Resto
2011,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,ago-11,2.8,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,ago-11,0.3,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,ago-11,0.6,Resto
2011,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,ago-11,6.5,Resto
2011,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,0,Resto
2011,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,ago-11,1.3,Resto
2011,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,1.2,Resto
2011,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,ago-11,0,Resto
2011,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,ago-11,0,Resto
2011,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,ago-11,1.3,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,ago-11,1.7,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,ago-11,0.8,Resto
2011,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,1.7,Resto
2011,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,ago-11,7.9,Resto
2011,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,ago-11,1,Resto
2011,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,ago-11,2.7,Resto
2011,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,2,Resto
2011,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,ago-11,12.8,Resto
2011,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,ago-11,1.9,Resto
2011,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,ago-11,0,Resto
2011,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,ago-11,0,Resto
2011,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,ago-11,0.2,Resto
2011,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,ago-11,1,Resto
2011,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,ago-11,0,Resto
2011,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,ago-11,2.7,Resto
2011,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,ago-11,7.1,Resto
2011,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,ago-11,7.2,Resto
2011,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,sep-11,0,Resto
2011,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,sep-11,0.3,Resto
2011,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,sep-11,6.6,Resto
2011,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,sep-11,0.1,Resto
2011,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,sep-11,0,Resto
2011,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,sep-11,3.5,Resto
2011,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,0.7,Resto
2011,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,sep-11,6.3,Resto
2011,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,2.6,Resto
2011,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,0,Resto
2011,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,sep-11,1.1,Resto
2011,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,sep-11,2.1,Resto
2011,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,sep-11,9.095.30,Demanda
2011,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,sep-11,0.9,Resto
2011,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,sep-11,5.5,Resto
2011,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,sep-11,1.7,Resto
2011,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,2.6,Resto
2011,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,sep-11,3.2,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,sep-11,0,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,sep-11,0,Resto
2011,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,sep-11,7.7,Resto
2011,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,0,Resto
2011,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,sep-11,1.3,Resto
2011,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,1.7,Resto
2011,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,sep-11,0,Resto
2011,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,sep-11,0,Resto
2011,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,sep-11,13.6,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,sep-11,0,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,sep-11,0.3,Resto
2011,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,1.6,Resto
2011,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,sep-11,7.8,Resto
2011,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,sep-11,0.4,Resto
2011,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,sep-11,5.2,Resto
2011,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,1.9,Resto
2011,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,sep-11,10,Resto
2011,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,sep-11,1.6,Resto
2011,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,sep-11,0,Resto
2011,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,sep-11,0,Resto
2011,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,sep-11,0.2,Resto
2011,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,sep-11,1.7,Resto
2011,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,sep-11,0,Resto
2011,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,sep-11,2.7,Resto
2011,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,sep-11,6.7,Resto
2011,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,sep-11,13.1,Resto
2011,AESP,AES PARANA,AESPCC01,BIODIESEL,LITORAL,BUENOS AIRES,oct-11,0,Resto
2011,AESP,AES PARANA,AESPCC02,BIODIESEL,LITORAL,BUENOS AIRES,oct-11,0,Resto
2011,AMEGHI,F. AMEGHINO,AMEGHI,HIDRO <=50MW,PATAGONIA,CHUBUT,oct-11,7.6,Resto
2011,ARAUEO,ARAUCO EOLICO,ARAUEO,EOLICO,NOROESTE,LA RIOJA,oct-11,0.1,Resto
2011,CACVHI,C.H.CACHEUTA VI,CACVHI,HIDRO <=50MW,CUYO,MENDOZA,oct-11,0,Resto
2011,CADIHI,CADILLAL,CADIHI,HIDRO <=50MW,NOROESTE,TUCUMAN,oct-11,2.9,Resto
2011,CALEHI,LA CALERA,CALEHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,0.7,Resto
2011,CARRHI,CH CARRIZAL,CARRHI,HIDRO <=50MW,CUYO,MENDOZA,oct-11,6.3,Resto
2011,CASSHI,CASSAFOUSTH,CASSHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,2.4,Resto
2011,CEJEHI,CRUZ DEL EJE,CEJEHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,0,Resto
2011,COROHI,CH LS CORONELES,COROHI,HIDRO <=50MW,CUYO,MENDOZA,oct-11,2.4,Resto
2011,CVIEHI,CTA. DEL VIENTO,CVIEHI,HIDRO <=50MW,CUYO,SAN JUAN,oct-11,2.4,Resto
2011,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,Demanda MEM,oct-11,9.062.40,Demanda
2011,DIADEO,DIADEMA EOLICO,DIADEO,EOLICO,PATAGONIA,CHUBUT,oct-11,1.3,Resto
2011,ESCAHI,ESCABA,ESCAHI,HIDRO <=50MW,NOROESTE,TUCUMAN,oct-11,6,Resto
2011,ETIGHI,EL TIGRE,ETIGHI,HIDRO <=50MW,CUYO,MENDOZA,oct-11,3.8,Resto
2011,FSIMHI,FITZ SIMON,FSIMHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,2.3,Resto
2011,ISBA,ING.STA.BARBARA,ISBATV01,BIOMASA,NOROESTE,TUCUMAN,oct-11,1.7,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC21,BIODIESEL,CUYO,MENDOZA,oct-11,0,Resto
2011,LDCU,LUJAN DE CUYO,LDCUCC22,BIODIESEL,CUYO,MENDOZA,oct-11,0,Resto
2011,LMADHI,LAS MADERAS,LMADHI,HIDRO <=50MW,NOROESTE,JUJUY,oct-11,9,Resto
2011,LMO2HI,LOS MOLINOS 2,LMO2HI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,0,Resto
2011,LQUIHI,LOS QUIROGA,LQUIHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,oct-11,0.7,Resto
2011,LVINHI,LA VINIA,LVINHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,1.3,Resto
2011,NECOEO,NECOCHEA EOLICO,NECOEO,EOLICO,BUENOS AIRES,BUENOS AIRES,oct-11,0,Resto
2011,NIDE,NIDEA JUNIN,NIDETV,BIOMASA,BUENOS AIRES,BUENOS AIRES,oct-11,0,Resto
2011,NIH4HI,NIHUIL 4,NIH4HI,HIDRO <=50MW,CUYO,MENDOZA,oct-11,3.9,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC11,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,oct-11,0,Resto
2011,NPUE,NUEVO PUERTO,CEPUCC12,BIODIESEL,GRAN BS.AS.,BUENOS AIRES,oct-11,0,Resto
2011,PMORHI,PIEDRAS MORAS,PMORHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,1.7,Resto
2011,PUPI,A.P. PTO PIRAY,PUPITV01,BIOMASA,NORESTE,MISIONES,oct-11,7.6,Resto
2011,PVIEHI,PUEBLO VIEJO,PVIEHI,HIDRO <=50MW,NOROESTE,TUCUMAN,oct-11,1.3,Resto
2011,QULLHI,QUEBRADA ULLUM,QULLHI,HIDRO <=50MW,CUYO,SAN JUAN,oct-11,9.3,Resto
2011,REOLHI,BENJAMIN REOLIN,REOLHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,1.8,Resto
2011,RHONHI,RIO HONDO,RHONHI,HIDRO <=50MW,NOROESTE,SANTIAGO DEL ESTERO,oct-11,10.8,Resto
2011,RREYHI,RIO REYES,RREYHI,HIDRO <=50MW,NOROESTE,JUJUY,oct-11,1.6,Resto
2011,SANDHI,SALTO ANDERSEN,SANDHI,HIDRO <=50MW,COMAHUE,RIO NEGRO,oct-11,0,Resto
2011,SARC,SARMIENTO SJ,SARCTG22,BIODIESEL,CUYO,SAN JUAN,oct-11,0,Resto
2011,SEMIHI,SEMINO,SEMINO,HIDRO <=50MW,LITORAL,SANTA FE,oct-11,0,Resto
2011,SJUAFV,S.JUAN I FOTOVO,SJUAFV,SOLAR,CUYO,SAN JUAN,oct-11,0.2,Resto
2011,SMARHI,CH SAN MARTIN,SMARHI,HIDRO <=50MW,CUYO,MENDOZA,oct-11,1.9,Resto
2011,SNIC,SAN NICOLAS,SNICTG01,BIODIESEL,LITORAL,BUENOS AIRES,oct-11,0,Resto
2011,SROQHI,SAN ROQUE,SROQHI,HIDRO <=50MW,CENTRO,CORDOBA,oct-11,2.8,Resto
2011,TIMB,CT TIMBUES (GSMA),TIMBCC02,BIODIESEL,LITORAL,SANTA FE,oct-11,0.9,Resto
2011,TUNAHI,EL TUNAL,TUNAHI,HIDRO <=50MW,NOROESTE,SALTA,oct-11,5.7,Resto
2011,ULLUHI,ULLUM,ULLUHI,HIDRO <=50MW,CUYO,SAN JUAN,oct-11,23.3,Resto
